dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-07-17 17:11:31,3616349,377780,2017-07-17T17:11:31,85,13,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-18 17:02:46,3616350,377780,2017-07-18T17:02:46,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-07-20 16:46:09,3616351,377780,2017-07-20T16:46:09,16,0,2,81,1,0,Sentinel-1 Sentinel-2
2017-07-22 17:19:26,3616352,377780,2017-07-22T17:19:26,96,2,0,0,2,2,Sentinel-1
2017-07-23 17:10:39,3616353,377780,2017-07-23T17:10:39,93,1,4,0,2,0,Sentinel-1 Sentinel-2
2017-07-24 17:03:30,3616354,377780,2017-07-24T17:03:30,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-07-28 17:18:47,3616355,377780,2017-07-28T17:18:47,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-29 17:11:33,3616356,377780,2017-07-29T17:11:33,93,6,0,0,1,2,Sentinel-1 Sentinel-2
2017-07-30 17:02:46,3616357,377780,2017-07-30T17:02:46,95,3,0,0,2,2,Sentinel-1 Sentinel-2
2017-08-03 17:19:26,3616358,377780,2017-08-03T17:19:26,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-04 17:10:40,3616359,377780,2017-08-04T17:10:40,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-05 17:03:30,3616360,377780,2017-08-05T17:03:30,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-09 17:18:49,3616361,377780,2017-08-09T17:18:49,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-10 05:56:31,3616362,377780,2017-08-10T05:56:31,94,5,0,0,1,2,Sentinel-1
2017-08-10 17:11:33,3616363,377780,2017-08-10T17:11:33,96,3,0,0,1,2,Sentinel-1
2017-08-11 17:02:47,3616364,377780,2017-08-11T17:02:47,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-15 17:19:27,3616365,377780,2017-08-15T17:19:27,97,2,0,0,1,2,Sentinel-1
2017-08-16 17:10:40,3616366,377780,2017-08-16T17:10:40,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-17 05:48:27,3616367,377780,2017-08-17T05:48:27,96,2,0,0,2,2,Sentinel-1
2017-08-21 17:18:49,3616368,377780,2017-08-21T17:18:49,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-08-22 17:11:34,3616369,377780,2017-08-22T17:11:34,95,3,1,0,1,1,Sentinel-1 Sentinel-2
2017-08-23 17:02:47,3616370,377780,2017-08-23T17:02:47,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-08-27 17:19:27,3616371,377780,2017-08-27T17:19:27,96,1,1,0,2,1,Sentinel-1 Sentinel-2
2017-08-28 05:55:37,3616372,377780,2017-08-28T05:55:37,96,2,0,0,2,2,Sentinel-1
2017-08-28 17:10:41,3616373,377780,2017-08-28T17:10:41,96,2,0,0,2,2,Sentinel-1
2017-08-29 17:03:32,3616374,377780,2017-08-29T17:03:32,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-02 17:18:49,3616375,377780,2017-09-02T17:18:49,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-03 17:11:35,3616376,377780,2017-09-03T17:11:35,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-04 05:47:33,3616377,377780,2017-09-04T05:47:33,97,2,0,0,1,2,Sentinel-1
2017-09-06 11:01:39,3616378,377780,2017-09-06T11:01:39,0,0,1,98,1,0,Sentinel-1 Sentinel-2
2017-09-06 11:01:39,3616379,377780,2017-09-06T11:01:39,0,0,1,98,1,0,Sentinel-1 Sentinel-2
2017-09-08 17:19:27,3616380,377780,2017-09-08T17:19:27,96,2,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-09 17:10:41,3616381,377780,2017-09-09T17:10:41,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-10 17:03:32,3616382,377780,2017-09-10T17:03:32,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-14 17:18:51,3616383,377780,2017-09-14T17:18:51,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-15 17:11:35,3616384,377780,2017-09-15T17:11:35,96,3,0,0,1,2,Sentinel-1 Sentinel-2
2017-09-16 17:02:49,3616385,377780,2017-09-16T17:02:49,96,1,2,0,1,2,Sentinel-1 Sentinel-2
2017-09-20 17:19:27,3616386,377780,2017-09-20T17:19:27,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-21 17:10:42,3616387,377780,2017-09-21T17:10:42,96,2,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-22 05:48:27,3616388,377780,2017-09-22T05:48:27,97,2,0,0,1,2,Sentinel-1
2017-09-23 16:54:42,3616389,377780,2017-09-23T16:54:42,10,0,1,88,1,0,Sentinel-1 Sentinel-2
2017-09-26 17:18:51,3616390,377780,2017-09-26T17:18:51,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-27 17:11:35,3616391,377780,2017-09-27T17:11:35,95,3,0,0,2,2,Sentinel-1 Sentinel-2
2017-09-28 17:02:49,3616392,377780,2017-09-28T17:02:49,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-10-01 17:26:48,3616393,377780,2017-10-01T17:26:48,7,0,1,91,1,0,Sentinel-1 Sentinel-2
2017-10-02 17:19:29,3616394,377780,2017-10-02T17:19:29,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-10-03 17:10:42,3616395,377780,2017-10-03T17:10:42,97,2,0,0,1,2,Sentinel-1 Sentinel-2
2017-10-04 17:03:32,3616396,377780,2017-10-04T17:03:32,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-10-06 16:47:11,3616397,377780,2017-10-06T16:47:11,89,0,1,9,1,0,Sentinel-1 Sentinel-2
2017-10-08 17:18:51,3616398,377780,2017-10-08T17:18:51,98,0,1,0,1,0,Sentinel-1 Sentinel-2
2017-10-09 17:11:36,3616399,377780,2017-10-09T17:11:36,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-10-10 17:02:49,3616400,377780,2017-10-10T17:02:49,98,0,0,0,2,2,Sentinel-1 Sentinel-2
2017-10-14 17:19:29,3616401,377780,2017-10-14T17:19:29,98,0,0,0,2,2,Sentinel-1 Sentinel-2
2017-10-15 05:55:37,3616402,377780,2017-10-15T05:55:37,97,1,0,0,2,2,Sentinel-1
2017-10-15 17:10:42,3616403,377780,2017-10-15T17:10:42,98,0,0,0,2,2,Sentinel-1
